TIME_ID;UNIQUE_ID;CASE_NUMBER;DATE;MONTH;DAY_OF_WEEK;HOUR
25952;SHOOT-JA185969-#1;JA185969;2017-03-13;3;2;18
25953;SHOOT-JA188070-#1;JA188070;2017-03-15;3;4;15
25954;SHOOT-JA189051-#1;JA189051;2017-03-16;3;5;12
25955;SHOOT-JA189694-#1;JA189694;2017-03-16;3;5;21
25956;SHOOT-JA189833-#1;JA189833;2017-03-17;3;6;1
25957;SHOOT-JA368762-#1;JA368762;2017-07-29;7;7;16
25958;SHOOT-JA189854-#1;JA189854;2017-03-17;3;6;2
25959;SHOOT-JA190333-#1;JA190333;2017-03-17;3;6;13
25960;SHOOT-JA367390-#1;JA367390;2017-07-28;7;6;17
25961;SHOOT-JA191819-#1;JA191819;2017-03-18;3;7;17
25962;SHOOT-JA369379-#1;JA369379;2017-07-30;7;1;3
25963;SHOOT-JA192057-#1;JA192057;2017-03-18;3;7;21
25964;SHOOT-JA192062-#1;JA192062;2017-03-18;3;7;21
25965;SHOOT-JA369442-#1;JA369442;2017-07-30;7;1;5
25966;SHOOT-JA369680-#1;JA369680;2017-07-30;7;1;11
25967;SHOOT-JA192869-#1;JA192869;2017-03-19;3;1;17
25968;SHOOT-JA192909-#1;JA192909;2017-03-19;3;1;17
25969;SHOOT-JA193474-#1;JA193474;2017-03-20;3;2;9
25970;SHOOT-JA193794-#1;JA193794;2017-03-20;3;2;13
25971;SHOOT-JA195548-#1;JA195548;2017-03-21;3;3;19
25972;SHOOT-JA195825-#1;JA195825;2017-03-22;3;4;2
25973;SHOOT-JA371548-#1;JA371548;2017-07-31;7;2;17
25974;SHOOT-JA196857-#1;JA196857;2017-03-22;3;4;21
25975;SHOOT-HY478028-#1;HY478028;2015-10-27;10;3;2
25976;SHOOT-JA197821-#1;JA197821;2017-03-23;3;5;18
25977;SHOOT-JA198083-#1;JA198083;2017-03-23;3;5;22
25978;SHOOT-JA198198-#1;JA198198;2017-03-24;3;6;1
25979;SHOOT-JA198797-#1;JA198797;2017-03-24;3;6;14
25980;SHOOT-JA198851-#1;JA198851;2017-03-24;3;6;15
25981;SHOOT-JA372583-#1;JA372583;2017-08-01;8;3;12
25982;SHOOT-JA199476-#1;JA199476;2017-03-24;3;6;21
25983;SHOOT-JA199531-#1;JA199531;2017-03-25;3;7;0
25984;SHOOT-JA200547-#1;JA200547;2017-03-25;3;7;21
25985;SHOOT-JA200698-#1;JA200698;2017-03-25;3;7;21
25986;SHOOT-JA200736-#1;JA200736;2017-03-26;3;1;0
25987;SHOOT-JA200841-#1;JA200841;2017-03-26;3;1;4
25988;SHOOT-JA201043-#1;JA201043;2017-03-26;3;1;11
25989;SHOOT-JA201123-#1;JA201123;2017-03-26;3;1;12
25990;SHOOT-JA374527-#1;JA374527;2017-07-22;7;7;21
25991;SHOOT-JA203175-#1;JA203175;2017-03-28;3;3;3
25992;SHOOT-JA375049-#1;JA375049;2017-08-03;8;5;1
25993;SHOOT-JA203289-#1;JA203289;2017-03-28;3;3;8
25994;SHOOT-JA375759-#1;JA375759;2017-08-03;8;5;15
25995;SHOOT-JA204360-#1;JA204360;2017-03-29;3;4;1
25996;SHOOT-JA205695-#1;JA205695;2017-03-30;3;5;7
25997;SHOOT-JA206291-#1;JA206291;2017-03-30;3;5;16
25998;SHOOT-JA206738-#1;JA206738;2017-03-30;3;5;22
25999;SHOOT-JA206875-#1;JA206875;2017-03-31;3;6;4
26000;SHOOT-JA207472-#1;JA207472;2017-03-31;3;6;15
26001;SHOOT-JA208325-#1;JA208325;2017-04-01;4;7;9
26002;SHOOT-JA209703-#1;JA209703;2017-04-02;4;1;12
26003;SHOOT-JA209716-#1;JA209716;2017-04-02;4;1;12
26004;SHOOT-JA211680-#1;JA211680;2017-04-04;4;3;2
26005;SHOOT-JA212827-#1;JA212827;2017-04-04;4;3;21
26006;SHOOT-JA212911-#1;JA212911;2017-04-01;4;7;23
26007;SHOOT-JA213568-#1;JA213568;2017-04-05;4;4;14
26008;SHOOT-JA214176-#1;JA214176;2017-04-05;4;4;22
26009;SHOOT-JA214887-#1;JA214887;2017-04-06;4;5;15
26010;SHOOT-JA379314-#1;JA379314;2017-08-06;8;1;4
26011;SHOOT-JA380283-#1;JA380283;2017-08-06;8;1;19
26012;SHOOT-HY485329-#1;HY485329;2015-11-01;11;1;19
26013;SHOOT-JA216560-#1;JA216560;2017-04-07;4;6;19
26014;SHOOT-JA217243-#1;JA217243;2017-04-08;4;7;12
26015;SHOOT-JA217563-#1;JA217563;2017-04-08;4;7;17
26016;SHOOT-JA217791-#1;JA217791;2017-04-08;4;7;20
26017;SHOOT-JA217949-#1;JA217949;2017-04-08;4;7;23
26018;SHOOT-JA218220-#1;JA218220;2017-04-09;4;1;9
26019;SHOOT-JA218383-#1;JA218383;2017-04-09;4;1;12
26020;SHOOT-JA218719-#1;JA218719;2017-04-09;4;1;17
26021;SHOOT-JA218918-#1;JA218918;2017-04-09;4;1;20
26022;SHOOT-JA218985-#1;JA218985;2017-04-09;4;1;21
26023;SHOOT-JA219196-#1;JA219196;2017-04-10;4;2;3
26024;SHOOT-JA219604-#1;JA219604;2017-04-10;4;2;12
26025;SHOOT-JA219614-#1;JA219614;2017-04-10;4;2;13
26026;SHOOT-JA219838-#1;JA219838;2017-04-10;4;2;15
26027;SHOOT-JA220009-#1;JA220009;2017-04-10;4;2;17
26028;SHOOT-JA387563-#1;JA387563;2017-08-11;8;6;22
26029;SHOOT-JA220389-#1;JA220389;2017-04-11;4;3;0
26030;SHOOT-JA220653-#1;JA220653;2017-04-11;4;3;11
26031;SHOOT-JA220816-#1;JA220816;2017-04-11;4;3;13
26032;SHOOT-JA221258-#1;JA221258;2017-04-11;4;3;15
26033;SHOOT-JA388691-#1;JA388691;2017-08-12;8;7;20
26034;SHOOT-JA221349-#1;JA221349;2017-04-11;4;3;19
26035;SHOOT-JA221463-#1;JA221463;2017-04-11;4;3;21
26036;SHOOT-JA222099-#1;JA222099;2017-04-12;4;4;12
26037;SHOOT-JA222221-#1;JA222221;2017-04-12;4;4;15
26038;SHOOT-JA389052-#1;JA389052;2017-08-13;8;1;3
26039;SHOOT-JA222914-#1;JA222914;2017-04-13;4;5;5
26040;SHOOT-JA225010-#1;JA225010;2017-04-14;4;6;19
26041;SHOOT-JA389181-#1;JA389181;2017-08-13;8;1;8
26042;SHOOT-JA389467-#2;JA389467;2017-08-13;8;1;13
26043;SHOOT-JA226164-#1;JA226164;2017-04-15;4;7;18
26044;SHOOT-JA389774-#1;JA389774;2017-08-13;8;1;18
26045;SHOOT-JA226444-#1;JA226444;2017-04-15;4;7;22
26046;SHOOT-JA226452-#1;JA226452;2017-04-15;4;7;22
26047;SHOOT-JA390147-#1;JA390147;2017-08-14;8;2;2
26048;SHOOT-JA226519-#1;JA226519;2017-04-15;4;7;23
26049;SHOOT-JA226643-#1;JA226643;2017-04-16;4;1;1
26050;SHOOT-JA226913-#1;JA226913;2017-04-16;4;1;10
26051;SHOOT-JA226989-#1;JA226989;2017-04-16;4;1;12
26052;SHOOT-JA227009-#1;JA227009;2017-04-16;4;1;12
26053;SHOOT-JA227230-#1;JA227230;2017-04-16;4;1;16
26054;SHOOT-JA391144-#1;JA391144;2017-08-14;8;2;18
26055;SHOOT-JA227284-#1;JA227284;2017-04-16;4;1;17
26056;SHOOT-JA227485-#1;JA227485;2017-04-16;4;1;21
26057;SHOOT-JA227546-#1;JA227546;2017-04-16;4;1;23
26058;SHOOT-JA227605-#1;JA227605;2017-04-17;4;2;0
26059;SHOOT-JA227765-#1;JA227765;2017-04-13;4;5;18
26060;SHOOT-JA228036-#1;JA228036;2017-04-17;4;2;11
26061;SHOOT-JA228367-#1;JA228367;2017-04-17;4;2;15
26062;SHOOT-JA228874-#1;JA228874;2017-04-17;4;2;21
26063;SHOOT-JA229346-#1;JA229346;2017-04-18;4;3;10
26064;SHOOT-JA229804-#1;JA229804;2017-04-18;4;3;16
26065;SHOOT-JA230242-#1;JA230242;2017-04-18;4;3;21
26066;SHOOT-JA230318-#1;JA230318;2017-04-18;4;3;23
26067;SHOOT-JA231614-#1;JA231614;2017-04-19;4;4;22
26068;SHOOT-JA393862-#1;JA393862;2017-08-16;8;4;14
26069;SHOOT-JA394102-#1;JA394102;2017-08-16;8;4;20
26070;SHOOT-JA232214-#1;JA232214;2017-04-20;4;5;13
26071;SHOOT-JA233953-#1;JA233953;2017-04-21;4;6;19
26072;SHOOT-JA234192-#1;JA234192;2017-04-21;4;6;22
26073;SHOOT-JA395490-#1;JA395490;2017-08-17;8;5;19
26074;SHOOT-HY501097-#1;HY501097;2015-11-14;11;7;10
26075;SHOOT-JA234948-#1;JA234948;2017-04-22;4;7;14
26076;SHOOT-JA235000-#1;JA235000;2017-04-22;4;7;16
26077;SHOOT-JA235129-#1;JA235129;2017-04-22;4;7;17
26078;SHOOT-JA395650-#1;JA395650;2017-08-17;8;5;22
26079;SHOOT-JA235173-#1;JA235173;2017-04-22;4;7;18
26080;SHOOT-JA395828-#1;JA395828;2017-08-18;8;6;3
26081;SHOOT-JA235197-#1;JA235197;2017-04-22;4;7;18
26082;SHOOT-JA396263-#1;JA396263;2017-08-18;8;6;11
26083;SHOOT-JA235504-#1;JA235504;2017-04-23;4;1;0
26084;SHOOT-JA397005-#1;JA397005;2017-08-18;8;6;21
26085;SHOOT-JA237709-#1;JA237709;2017-04-24;4;2;19
26086;SHOOT-JA238044-#1;JA238044;2017-04-25;4;3;2
26087;SHOOT-JA238637-#1;JA238637;2017-04-25;4;3;14
26088;SHOOT-JA239760-#1;JA239760;2017-04-26;4;4;10
26089;SHOOT-JA240661-#1;JA240661;2017-04-26;4;4;21
26090;SHOOT-JA397332-#1;JA397332;2017-08-19;8;7;4
26091;SHOOT-JA240788-#1;JA240788;2017-04-27;4;5;1
26092;SHOOT-JA397691-#1;JA397691;2017-08-19;8;7;12
26093;SHOOT-JA398125-#1;JA398125;2017-08-19;8;7;18
26094;SHOOT-JA398206-#1;JA398206;2017-08-19;8;7;19
26095;SHOOT-JA240832-#1;JA240832;2017-04-27;4;5;4
26096;SHOOT-JA398379-#1;JA398379;2017-08-19;8;7;22
26097;SHOOT-JA242139-#1;JA242139;2017-04-28;4;6;2
26098;SHOOT-JA243036-#1;JA243036;2017-04-28;4;6;17
26099;SHOOT-JA244538-#1;JA244538;2017-04-29;4;7;22
26100;SHOOT-JA244647-#1;JA244647;2017-04-30;4;1;0
26101;SHOOT-JA244906-#1;JA244906;2017-04-30;4;1;10
26102;SHOOT-JA245240-#1;JA245240;2017-04-30;4;1;14
26103;SHOOT-JA245446-#1;JA245446;2017-04-30;4;1;18
26104;SHOOT-JA245617-#1;JA245617;2017-04-30;4;1;21
26105;SHOOT-JA246892-#1;JA246892;2017-05-01;5;2;19
26106;SHOOT-JA398575-#1;JA398575;2017-08-20;8;1;2
26107;SHOOT-JA248269-#1;JA248269;2017-05-02;5;3;20
26108;SHOOT-JA248385-#1;JA248385;2017-05-02;5;3;22
26109;SHOOT-JA248652-#1;JA248652;2017-05-03;5;4;8
26110;SHOOT-JA248875-#1;JA248875;2017-05-03;5;4;11
26111;SHOOT-JA249561-#1;JA249561;2017-05-03;5;4;18
26112;SHOOT-JA249958-#1;JA249958;2017-05-04;5;5;2
26113;SHOOT-HY512527-#1;HY512527;2015-11-23;11;2;17
26114;SHOOT-JA251205-#1;JA251205;2017-05-05;5;6;2
26115;SHOOT-JA251468-#1;JA251468;2017-05-05;5;6;10
26116;SHOOT-JA399086-#1;JA399086;2017-08-19;8;7;22
26117;SHOOT-JA253618-#1;JA253618;2017-05-06;5;7;22
26118;SHOOT-JA253914-#1;JA253914;2017-05-07;5;1;5
26119;SHOOT-JA254462-#1;JA254462;2017-05-07;5;1;17
26120;SHOOT-JA254489-#1;JA254489;2017-05-07;5;1;17
26121;SHOOT-JA254577-#1;JA254577;2017-05-07;5;1;19
26122;SHOOT-JA257123-#1;JA257123;2017-05-09;5;3;17
26123;SHOOT-JA257224-#1;JA257224;2017-05-09;5;3;19
26124;SHOOT-JA257455-#1;JA257455;2017-05-09;5;3;22
26125;SHOOT-JA258759-#1;JA258759;2017-05-10;5;4;21
26126;SHOOT-JA259264-#1;JA259264;2017-05-11;5;5;11
26127;SHOOT-JA259734-#1;JA259734;2017-05-11;5;5;17
26128;SHOOT-JA259820-#1;JA259820;2017-05-11;5;5;18
26129;SHOOT-JA400988-#1;JA400988;2017-08-21;8;2;23
26130;HOM-HR424520-#1;HR424520;2009-07-12;7;1;4
26131;SHOOT-JA260046-#1;JA260046;2017-05-11;5;5;21
26132;SHOOT-JA260067-#1;JA260067;2017-05-11;5;5;21
26133;SHOOT-JA260225-#1;JA260225;2017-05-12;5;6;1
26134;SHOOT-JA260884-#1;JA260884;2017-05-12;5;6;14
26135;SHOOT-JA261580-#1;JA261580;2017-05-12;5;6;23
26136;SHOOT-JA262580-#1;JA262580;2017-05-13;5;7;20
26137;SHOOT-JA403678-#1;JA403678;2017-08-23;8;4;21
26138;SHOOT-JA262782-#1;JA262782;2017-05-13;5;7;22
26139;SHOOT-JA262885-#1;JA262885;2017-05-14;5;1;1
26140;SHOOT-JA262972-#1;JA262972;2017-05-14;5;1;3
26141;SHOOT-JA403721-#1;JA403721;2017-08-23;8;4;21
26142;SHOOT-JA265174-#1;JA265174;2017-05-15;5;2;19
26143;SHOOT-JA265303-#1;JA265303;2017-05-15;5;2;21
26144;SHOOT-JA265305-#1;JA265305;2017-05-15;5;2;21
26145;SHOOT-JA265398-#1;JA265398;2017-05-15;5;2;22
26146;SHOOT-JA405008-#1;JA405008;2017-08-24;8;5;21
26147;SHOOT-JA266669-#1;JA266669;2017-05-16;5;3;19
26148;SHOOT-JA266835-#1;JA266835;2017-05-16;5;3;21
26149;SHOOT-JA266839-#1;JA266839;2017-05-16;5;3;22
26150;SHOOT-JA406469-#1;JA406469;2017-08-26;8;7;0
26151;SHOOT-JA266842-#1;JA266842;2017-05-16;5;3;22
26152;SHOOT-JA266873-#1;JA266873;2017-05-16;5;3;22
26153;SHOOT-JA266929-#1;JA266929;2017-05-17;5;4;0
26154;SHOOT-HY521621-#1;HY521621;2015-12-02;12;4;1
26155;SHOOT-JA267378-#1;JA267378;2017-05-17;5;4;11
26156;SHOOT-JA267672-#1;JA267672;2017-05-17;5;4;14
26157;SHOOT-JA268232-#1;JA268232;2017-05-17;5;4;20
26158;SHOOT-JA268265-#1;JA268265;2017-05-17;5;4;20
26159;SHOOT-JA268411-#1;JA268411;2017-05-17;5;4;22
26160;SHOOT-JA268843-#1;JA268843;2017-05-18;5;5;10
26161;SHOOT-JA407671-#1;JA407671;2017-08-27;8;1;0
26162;SHOOT-JA269820-#1;JA269820;2017-05-18;5;5;19
26163;SHOOT-JA270410-#1;JA270410;2017-05-18;5;5;23
26164;SHOOT-JA271499-#1;JA271499;2017-05-20;5;7;0
26165;SHOOT-JA271561-#1;JA271561;2017-05-20;5;7;2
26166;SHOOT-JA271779-#1;JA271779;2017-05-20;5;7;9
26167;SHOOT-JA271881-#1;JA271881;2017-05-20;5;7;12
26168;SHOOT-JA272258-#1;JA272258;2017-05-20;5;7;17
26169;SHOOT-JA272333-#1;JA272333;2017-05-20;5;7;19
26170;SHOOT-JA272541-#1;JA272541;2017-05-20;5;7;22
26171;SHOOT-JA272718-#1;JA272718;2017-05-21;5;1;1
26172;SHOOT-JA272734-#1;JA272734;2017-05-21;5;1;2
26173;SHOOT-JA272737-#1;JA272737;2017-05-21;5;1;3
26174;SHOOT-JA273050-#1;JA273050;2017-05-21;5;1;11
26175;SHOOT-JA273181-#1;JA273181;2017-05-21;5;1;13
26176;SHOOT-JA411283-#1;JA411283;2017-08-29;8;3;20
26177;SHOOT-JA273403-#1;JA273403;2017-05-21;5;1;16
26178;SHOOT-JA273773-#1;JA273773;2017-05-21;5;1;22
26179;SHOOT-JA274205-#1;JA274205;2017-05-22;5;2;10
26180;SHOOT-JA274522-#1;JA274522;2017-05-22;5;2;14
26181;SHOOT-JA411548-#1;JA411548;2017-08-30;8;4;4
26182;SHOOT-JA275324-#1;JA275324;2017-05-23;5;3;1
26183;SHOOT-JA278036-#1;JA278036;2017-05-24;5;4;22
26184;SHOOT-JA278041-#1;JA278041;2017-05-24;5;4;23
26185;SHOOT-JA278116-#1;JA278116;2017-05-25;5;5;1
26186;SHOOT-JA412538-#1;JA412538;2017-08-30;8;4;20
26187;SHOOT-JA279425-#1;JA279425;2017-05-25;5;5;23
26188;SHOOT-JA279609-#1;JA279609;2017-05-26;5;6;7
26189;SHOOT-JA279772-#1;JA279772;2017-05-26;5;6;10
26190;SHOOT-JA280865-#1;JA280865;2017-05-27;5;7;2
26191;SHOOT-JA282022-#1;JA282022;2017-05-27;5;7;22
26192;SHOOT-JA282101-#1;JA282101;2017-05-28;5;1;0
26193;SHOOT-JA282334-#1;JA282334;2017-05-28;5;1;7
26194;SHOOT-JA282946-#1;JA282946;2017-05-28;5;1;19
26195;SHOOT-JA283071-#1;JA283071;2017-05-28;5;1;21
26196;SHOOT-JA283175-#1;JA283175;2017-05-28;5;1;20
26197;SHOOT-JA283811-#1;JA283811;2017-05-29;5;2;14
26198;SHOOT-JA413967-#1;JA413967;2017-08-31;8;5;21
26199;SHOOT-HY534013-#1;HY534013;2015-12-12;12;7;3
26200;SHOOT-JA284247-#1;JA284247;2017-05-29;5;2;21
26201;SHOOT-JA285620-#1;JA285620;2017-05-30;5;3;19
26202;SHOOT-JA285840-#1;JA285840;2017-05-30;5;3;21
26203;SHOOT-JA285988-#1;JA285988;2017-05-31;5;4;1
26204;SHOOT-JA286479-#1;JA286479;2017-05-31;5;4;12
26205;SHOOT-JA287238-#1;JA287238;2017-05-31;5;4;21
26206;SHOOT-JA415586-#1;JA415586;2017-09-02;9;7;2
26207;SHOOT-JA287335-#1;JA287335;2017-05-31;5;4;22
26208;SHOOT-JA287336-#1;JA287336;2017-05-31;5;4;23
26209;SHOOT-JA288184-#1;JA288184;2017-06-01;6;5;15
26210;SHOOT-JA288883-#1;JA288883;2017-06-02;6;6;2
26211;SHOOT-JA289376-#1;JA289376;2017-06-02;6;6;12
26212;SHOOT-JA289894-#1;JA289894;2017-06-02;6;6;18
26213;SHOOT-HZ318214-#1;HZ318214;2016-06-22;6;4;6
26214;SHOOT-JA289914-#1;JA289914;2017-06-02;6;6;18
26215;SHOOT-JA290093-#1;JA290093;2017-06-02;6;6;21
26216;SHOOT-JA291378-#1;JA291378;2017-06-03;6;7;20
26217;SHOOT-JA291583-#1;JA291583;2017-06-04;6;1;0
26218;SHOOT-JA291675-#1;JA291675;2017-06-04;6;1;2
26219;SHOOT-JA291685-#1;JA291685;2017-06-04;6;1;2
26220;SHOOT-JA292000-#1;JA292000;2017-06-04;6;1;11
26221;SHOOT-JA292885-#1;JA292885;2017-06-04;6;1;23
26222;SHOOT-JA293424-#1;JA293424;2017-06-05;6;2;9
26223;SHOOT-JA295910-#1;JA295910;2017-06-07;6;4;1
26224;SHOOT-JA296376-#1;JA296376;2017-06-07;6;4;12
26225;SHOOT-JA297094-#1;JA297094;2017-06-07;6;4;20
26226;SHOOT-JA297179-#1;JA297179;2017-06-07;6;4;21
26227;SHOOT-HY539491-#1;HY539491;2015-12-16;12;4;15
26228;SHOOT-JA297223-#1;JA297223;2017-06-07;6;4;22
26229;SHOOT-HZ319546-#1;HZ319546;2016-06-23;6;5;0
26230;SHOOT-JA298088-#1;JA298088;2017-06-08;6;5;15
26231;SHOOT-JA298265-#2;JA298265;2017-06-08;6;5;17
26232;SHOOT-JA418253-#1;JA418253;2017-09-04;9;2;10
26233;SHOOT-JA418556-#1;JA418556;2017-09-04;9;2;14
26234;SHOOT-JA298480-#1;JA298480;2017-06-08;6;5;18
26235;SHOOT-JA298579-#1;JA298579;2017-06-08;6;5;20
26236;SHOOT-JA298816-#1;JA298816;2017-06-09;6;6;1
26237;SHOOT-JA299267-#1;JA299267;2017-06-09;6;6;12
26238;SHOOT-JA300365-#1;JA300365;2017-06-10;6;7;2
26239;SHOOT-JA300387-#1;JA300387;2017-06-10;6;7;4
26240;SHOOT-JA420687-#1;JA420687;2017-09-06;9;4;10
26241;SHOOT-JA421314-#1;JA421314;2017-09-06;9;4;17
26242;SHOOT-JA300685-#1;JA300685;2017-06-10;6;7;11
26243;SHOOT-JA301364-#1;JA301364;2017-06-10;6;7;20
26244;SHOOT-JA301412-#1;JA301412;2017-06-10;6;7;21
26245;SHOOT-JA422959-#1;JA422959;2017-09-07;9;5;23
26246;SHOOT-JA423091-#1;JA423091;2017-09-08;9;6;5
26247;SHOOT-JA301563-#1;JA301563;2017-06-11;6;1;0
26248;SHOOT-JA301631-#1;JA301631;2017-06-11;6;1;1
26249;SHOOT-JA301703-#1;JA301703;2017-06-11;6;1;3
26250;SHOOT-JA424787-#1;JA424787;2017-09-09;9;7;13
26251;SHOOT-JA301807-#1;JA301807;2017-06-11;6;1;5
26252;SHOOT-JA302125-#1;JA302125;2017-06-11;6;1;12
26253;SHOOT-JA302565-#2;JA302565;2017-06-11;6;1;18
26254;SHOOT-JA304240-#1;JA304240;2017-06-12;6;2;19
26255;SHOOT-JA304322-#1;JA304322;2017-06-12;6;2;20
26256;SHOOT-JA304407-#1;JA304407;2017-06-12;6;2;22
26257;SHOOT-JA305706-#1;JA305706;2017-06-13;6;3;19
26258;SHOOT-JA305948-#1;JA305948;2017-06-14;6;4;0
26259;SHOOT-JA308184-#1;JA308184;2017-06-15;6;5;15
26260;SHOOT-JA308341-#1;JA308341;2017-06-15;6;5;16
26261;SHOOT-JA308844-#1;JA308844;2017-06-15;6;5;22
26262;SHOOT-JA426514-#1;JA426514;2017-09-11;9;2;0
26263;SHOOT-JA308860-#1;JA308860;2017-06-15;6;5;23
26264;SHOOT-JA309030-#1;JA309030;2017-06-16;6;6;2
26265;SHOOT-JA309532-#1;JA309532;2017-06-16;6;6;13
26266;SHOOT-JA310175-#1;JA310175;2017-06-16;6;6;20
26267;SHOOT-JA427803-#1;JA427803;2017-09-12;9;3;0
26268;SHOOT-JA310298-#1;JA310298;2017-06-16;6;6;20
26269;SHOOT-JA310586-#1;JA310586;2017-06-17;6;7;5
26270;SHOOT-JA310820-#1;JA310820;2017-06-17;6;7;10
26271;SHOOT-JA311233-#1;JA311233;2017-06-17;6;7;16
26272;SHOOT-JA311351-#1;JA311351;2017-06-17;6;7;17
26273;SHOOT-JA431830-#1;JA431830;2017-09-15;9;6;0
26274;SHOOT-JA431877-#1;JA431877;2017-09-15;9;6;3
26275;SHOOT-JA312768-#1;JA312768;2017-06-18;6;1;20
26276;SHOOT-JA314086-#1;JA314086;2017-06-19;6;2;17
26277;SHOOT-JA315518-#1;JA315518;2017-06-20;6;3;17
26278;SHOOT-JA432636-#1;JA432636;2017-09-15;9;6;16
26279;SHOOT-JA315555-#1;JA315555;2017-06-20;6;3;18
26280;SHOOT-JA433170-#2;JA433170;2017-09-16;9;7;0
26281;SHOOT-JA316650-#1;JA316650;2017-06-21;6;4;14
26282;SHOOT-JA317139-#1;JA317139;2017-06-21;6;4;20
26283;SHOOT-JA317505-#1;JA317505;2017-06-22;6;5;1
26284;SHOOT-JA317851-#1;JA317851;2017-06-22;6;5;12
26285;SHOOT-JA318176-#1;JA318176;2017-06-22;6;5;16
26286;SHOOT-JA318348-#1;JA318348;2017-06-22;6;5;18
26287;SHOOT-JA434091-#1;JA434091;2017-09-16;9;7;17
26288;SHOOT-JA318621-#1;JA318621;2017-06-22;6;5;21
26289;SHOOT-JA318828-#1;JA318828;2017-06-23;6;6;2
26290;SHOOT-JA434586-#1;JA434586;2017-09-17;9;1;1
26291;SHOOT-JA318837-#1;JA318837;2017-06-23;6;6;2
26292;SHOOT-JA318866-#1;JA318866;2017-06-23;6;6;5
26293;SHOOT-JA319820-#1;JA319820;2017-06-23;6;6;18
26294;SHOOT-JA320182-#1;JA320182;2017-06-24;6;7;1
26295;SHOOT-JA320238-#1;JA320238;2017-06-24;6;7;2
26296;SHOOT-JA321041-#1;JA321041;2017-06-24;6;7;17
26297;SHOOT-JA321377-#1;JA321377;2017-06-24;6;7;22
26298;SHOOT-JA435136-#1;JA435136;2017-09-17;9;1;13
26299;SHOOT-JA321565-#1;JA321565;2017-06-25;6;1;3
26300;SHOOT-JA321599-#1;JA321599;2017-06-25;6;1;4
26301;SHOOT-JA321600-#1;JA321600;2017-06-25;6;1;4
26302;SHOOT-JA436528-#1;JA436528;2017-09-18;9;2;15
26303;SHOOT-JA436992-#1;JA436992;2017-09-18;9;2;20
26304;SHOOT-JA322116-#1;JA322116;2017-06-25;6;1;14
26305;SHOOT-JA437169-#1;JA437169;2017-09-18;9;2;23
26306;SHOOT-JA322163-#1;JA322163;2017-06-25;6;1;15
26307;SHOOT-JA322570-#1;JA322570;2017-06-25;6;1;22
26308;SHOOT-JA322655-#1;JA322655;2017-06-26;6;2;0
26309;SHOOT-JA437938-#1;JA437938;2017-09-19;9;3;14
26310;SHOOT-JA322795-#1;JA322795;2017-06-26;6;2;6
26311;SHOOT-JA323179-#1;JA323179;2017-06-26;6;2;12
26312;SHOOT-JA438554-#1;JA438554;2017-09-19;9;3;23
26313;SHOOT-JA324051-#1;JA324051;2017-06-26;6;2;22
26314;SHOOT-JA325094-#1;JA325094;2017-06-27;6;3;17
26315;SHOOT-HZ334459-#1;HZ334459;2016-07-03;7;1;23
26316;SHOOT-JA440726-#1;JA440726;2017-09-21;9;5;14
26317;SHOOT-JA325271-#1;JA325271;2017-06-27;6;3;19
26318;SHOOT-JA441258-#1;JA441258;2017-09-21;9;5;20
26319;SHOOT-JA325301-#1;JA325301;2017-06-27;6;3;19
26320;SHOOT-JA325418-#1;JA325418;2017-06-27;6;3;20
26321;SHOOT-JA441317-#1;JA441317;2017-09-21;9;5;9
26322;SHOOT-JA325446-#1;JA325446;2017-06-27;6;3;21
26323;SHOOT-JA325626-#1;JA325626;2017-06-28;6;4;0
26324;SHOOT-JA326713-#1;JA326713;2017-06-28;6;4;20
26325;SHOOT-JA328069-#1;JA328069;2017-06-29;6;5;18
26326;SHOOT-JA328393-#1;JA328393;2017-06-30;6;6;3
26327;SHOOT-HZ107415-#1;HZ107415;2016-01-07;1;5;15
26328;SHOOT-JA328408-#1;JA328408;2017-06-30;6;6;4
26329;SHOOT-JA328870-#1;JA328870;2017-06-30;6;6;12
26330;SHOOT-JA329102-#1;JA329102;2017-06-30;6;6;16
26331;SHOOT-JA329126-#1;JA329126;2017-06-30;6;6;16
26332;SHOOT-JA329356-#1;JA329356;2017-06-30;6;6;19
26333;SHOOT-JA329539-#1;JA329539;2017-06-30;6;6;22
26334;SHOOT-JA329541-#1;JA329541;2017-06-30;6;6;22
26335;SHOOT-JA443390-#1;JA443390;2017-09-23;9;7;12
26336;SHOOT-JA329718-#1;JA329718;2017-07-01;7;7;2
26337;SHOOT-JA330384-#1;JA330384;2017-07-01;7;7;15
26338;SHOOT-JA330619-#1;JA330619;2017-07-01;7;7;18
26339;SHOOT-JA330770-#1;JA330770;2017-07-01;7;7;20
26340;SHOOT-JA330849-#1;JA330849;2017-07-01;7;7;22
26341;SHOOT-JA444227-#1;JA444227;2017-09-24;9;1;0
26342;SHOOT-JA330977-#1;JA330977;2017-07-02;7;1;0
26343;SHOOT-JA444349-#1;JA444349;2017-09-24;9;1;4
26344;SHOOT-JA331101-#1;JA331101;2017-07-02;7;1;3
26345;SHOOT-JA331110-#1;JA331110;2017-07-02;7;1;4
26346;SHOOT-JA331117-#1;JA331117;2017-07-02;7;1;3
26347;SHOOT-JA331135-#1;JA331135;2017-07-02;7;1;4
26348;SHOOT-JA331404-#1;JA331404;2017-07-02;7;1;11
26349;SHOOT-JA331522-#1;JA331522;2017-07-02;7;1;13
